appln_id;appln_title_lg;appln_title;appln_id
1481600;en;Method and apparatus for training a neural network model for use in computer network intrusion detection;1481600
1678590;en;Method and system for artificial intelligence directed lead discovery through multi-domain clustering;1678590
1791333;en;System and method for assessing the security posture of a network using goal oriented fuzzy logic decision rules;1791333
1802929;en;Computer implemented machine learning method and system;1802929
1851815;en;A LEARNING PROCESS SYSTEM FOR A NEURAL NETWORK;1851815
638374;en;Magnetic position sensor;638374
1929041;en;NEURAL NETWORK SIGNAL PROCESSOR;1929041
1936797;en;A gradient based training method for a support vector machine;1936797
2529907;en;Computer-implemented neural network color matching formulation applications;2529907
1999788;en;System for building an artificial neural network;1999788
122793;en;MACHINE LEARNING FOR TRANSLITERATION;122793
2132819;en;Cortronic neural networks with distributed processing;2132819
2134942;en;Method and apparatus for preprocessing input data to a neural network;2134942
2173864;en;Method and apparatus for operating a neural network with missing and/or incomplete data;2173864
1651668;en;An expert system for classification and prediction of genetic diseases, and for association of molecular genetic parameters with clinical parameters;1651668
2678765;en;IMPROVED SUPPORT VECTOR MACHINE;2678765
2283191;en;Method for training a neural network;2283191
1824803;en;An improved method and system for training an artificial neural network;1824803
335187;en;Data estimation method in engine control;335187
1868691;en;Method of training a neural network;1868691
2538900;en;NEURAL NETWORK DETECTION OF OBSTRUCTIONS WITHIN AND MOTION TOWARD ELEVATOR DOORS;2538900
2673729;en;Bioassay employing artificial neural networks;2673729
2711206;en;System and method for patent evaluation using artificial intelligence;2711206
2736435;en;A method to complement the training of an artificial neural network by making additions to its structure;2736435
2281053;en;An expert system for testing industrial processes and determining sensor status;2281053
4380845;en;METHOD FOR EFFICIENTLY IMPLEMENTING READ-TYPE PROCEDURAL ATTACHMENTS IN A RETE-LIKE PATTERN MATCHING ENVIRONMENT;4380845
2502566;en;A development system for expert systems;2502566
4417327;en;NON-DESTRUCTIVE MATERIALS TESTING APPARATUS AND TECHNIQUE FOR USE IN THE FIELD;4417327
4418481;en;INTERNAL CONNECTION PROCESS FOR NEURAL NETWORKS;4418481
4418500;en;NEURAL NETWORK INTERPRETATION OF AEROMAGNETIC DATA;4418500
2626905;en;SYSTEM AND METHOD FOR REINFORCEMENT LEARNING AND MEMORY MANAGEMENT;2626905
4343728;en;KNOWLEDGE ENGINEERING TOOL;4343728
4347454;en;TECHNIQUE FOR OBJECT ORIENTATION DETECTION USING A FEED-FORWARD NEURAL NETWORK;4347454
2660112;en;Effective multi-class support vector machine classification;2660112
4350026;en;COLOR SELECTION PROCESS FOR COMPUTER INTERFACE;4350026
4350812;en;APPARATUS AND METHOD FOR COMPUTER-AIDED DECISION MAKING;4350812
1932958;en;An artificial neural network;1932958
437692;en;Inference rule determining method and inference device;437692
1985468;en;Enhancing knowledge discovery from multiple data sets using multiple support vector machines;1985468
1399062;en;METHOD AND APPARATUS FOR ASSESSING PSYCHIATRIC OR PHYSICAL DISORDERS;1399062
2071070;en;Monitoring and retraining neural network;2071070
2142066;en;Method and apparatus for monitoring and maintaining a plurality of batteries using a fuzzy logic;2142066
1492752;en;IMPROVEMENTS IN NEURAL NETWORKS;1492752
374486;en;USE OF MACHINE LEARNING FOR CLASSIFICATION OF MAGNETO CARDIOGRAMS;374486
4291859;en;AIR TRAFFIC CONTROL TRAINING SYSTEM;4291859
371378;en;FORWARD LOOKING SENSOR SYSTEM;371378
1557528;en;Non-algorithmically implemented artificial neural networks and components thereof;1557528
2500551;en;A gradient based training method for a support vector machine;2500551
2151817;en;NEURAL NETWORK USING VIRTUAL-ZERO;2151817
4306265;en;EXPERT SYSTEM OR PRODUCTION RULE PROCESSOR;4306265
2172237;en;Liquid gauging apparatus using a time delay neural network;2172237
4306384;en;NEURAL NETWORK BASED AUTOMATED CYTOLOGICAL SPECIMEN CLASSIFICATION SYSTEM AND METHOD;4306384
1631798;en;Neural network trajectory command controller;1631798
2546728;en;Electronic marketplace system and method using a support vector machine;2546728
1672910;en;Fuzzy expert system for interpretable rule extraction from neural networks;1672910
2332557;en;Communications network management system and method, using fuzzy logic;2332557
1695674;en;Machine learning interface for customizing a web browser;1695674
4418726;en;RECONFIGURABLE FUZZY CELL;4418726
1789187;en;Pre-processing and post-processing for enhancing knowledge discovery using support vector machines;1789187
2735997;en;METHOD FOR TRAINING NEURAL NETWORKS;2735997
1803334;en;Gradient criterion method for neural networks and application to targeted marketing;1803334
4448591;en;METHOD AND APPARATUS FOR SYMBOL RECOGNITION USING MULTIDIMENSIONAL PREPROCESSING;4448591
1819144;en;Neural network based control system;1819144
4469696;en;SYSTEM FOR ASSESSING AIR QUALITY;4469696
2173241;en;Hopfield neural networks;2173241
4470364;en;APPARATUS AND METHOD FOR DETERMINING THE INDOOR AIR QUALITY WITHIN AN ENCLOSED SPACE;4470364
145953;en;Very short term load predictor;145953
4470500;en;KNOCK CONTROL USING FUZZY LOGIC;4470500
1867401;en;Fuzzy logic control of liquid injection for motor cooling;1867401
2223345;en;Expert system and method of performing crime site analysis;2223345
1928303;en;Method and apparatus for using an expert system to execute business transaction documents to facilitate electronic commerce;1928303
2278529;en;Method and apparatus for fuzzy logic rule execution;2278529
2678668;en;MEASURING FORCES IN ATHLETICS;2678668
4462487;en;A CLOSED LOOP NEURAL NETWORK AUTOMATIC TUNER;4462487
4405210;en;ON-LINE TRAINING NEURAL NETWORK FOR PROCESS CONTROL;4405210
4405296;en;COMPUTER NEURAL NETWORK REGULATORY PROCESS CONTROL SYSTEM AND METHOD;4405296
4405646;en;FUZZY REASONING DATABASE QUESTION ANSWERING SYSTEM;4405646
4417113;en;COOKING APPLIANCE;4417113
4434576;en;A METHOD OF CALIBRATING A SPECTROMETER USING CORRELATION BETWEEN CALIBRATION SAMPLE SPECTRA AND MEASURED SPECTRA;4434576
4435343;en;FUZZY LOGIC CONTROL METHOD FOR REDUCING WATER CONSUMPTION IN A MACHINE FOR WASHING ARTICLES;4435343
4438220;en;PROBABILISTIC MODELLING OF ELECTROMAGNETIC INTERACTIONS;4438220
4448580;en;NEURAL NETWORK BASED CONTROL SYSTEM;4448580
4588182;en;A SEXTANT CORE BIOPSY PREDICTIVE MECHANISM FOR NON-ORGAN CONFINED DISEASE STATUS;4588182
4590854;en;METHOD AND APPARATUS FOR DETECTING EYE LOCATION IN AN IMAGE;4590854
4591590;en;METHOD OF CONTROLLING DEVELOPMENT OF AN OIL OR GAS RESERVOIR;4591590
4594783;en;A METHOD AND APPARATUS FOR FORECASTING FUTURE VALUES OF A TIME SERIES;4594783
2287798;en;Integrated fuzzy logic neural network processor and controller;2287798
1644434;en;System and method using digital filters and neural networks to determine fluid flow;1644434
2294180;en;Biological neural network;2294180
4467909;en;DIPOLE PARAMETER ESTIMATION METHOD AND APPARATUS;4467909
4295203;en;EXPERT SYSTEM WITH THREE CLASSES OF RULES;4295203
4349987;en;NUMERIC ENCODING METHOD AND APPARATUS FOR NEURAL NETWORKS;4349987
4374336;en;METHOD AND APPARATUS FOR REMOTELY CONTROLLING SENSOR PROCESSING ALGORITHMS RESPONSIVE TO EXPERT SENSOR DIAGNOSES;4374336
4437525;en;METHOD AND APPARATUS FOR TRAINING A NEURAL NETWORK;4437525
1526213;en;A neural network;1526213
4404803;en;FIRE CRISIS MANAGEMENT EXPERT SYSTEM;4404803
4405539;en;COMPUTER NEURAL NETWORK PROCESS MEASUREMENT AND CONTROL SYSTEM AND METHOD;4405539
4422017;en;PARAMETRIC CONTROL DEVICE;4422017
4423034;en;WEAPONS SYSTEMS;4423034
4448806;en;CONTROL SYSTEM USING AN ADAPTIVE NEURAL NETWORK FOR TARGET AND PATH OPTIMIZATION FOR A MULTIVARIABLE, NONLINEAR PROCESS;4448806
4245063;en;METHOD FOR PROCESSING AN EXPERT SYSTEM RULEBASE ON A SYSTEM HAVING LIMITED MEMORY;4245063
4431858;en;AUTOMATED ROTOR WELDING PROCESSES USING NEURAL NETWORKS;4431858
4588824;en;PROCESS FOR DETERMINING THE FINAL POINT OF PULP COOKING AND AN ARRANGEMENT FOR CONTROLLING THE PULP COOKING TIME IN A REACTOR;4588824
2709301;en;Automatic selection of negative examples for systems using machine learning;2709301
2735816;en;METHOD AND APPARATUS FOR SAMPLED OPTICAL SIGNAL MONITORING;2735816
2201509;en;NEURAL NETWORKS;2201509
2224366;en;A neural network assisted multi-spectral segmentation system;2224366
2315932;en;METHOD AND APPARATUS FOR CREATING AND EXECUTING GRAPHICAL MODELS OF COMPLEX SYSTEMS;2315932
2345530;en;Dynamic synapse for signal processing in neural networks;2345530
1422466;en;Method for regulating centrifuges for dehydrating wastewater sludge, using fuzzy logic;1422466
2405987;en;Custom rule system and method for expert systems;2405987
2425832;en;ARTIFICIAL NEURAL COMPUTER BASED INTERACTIVE MOVIE PRODUCTION SYSTEM;2425832
1629702;en;Neural network interpretation of aeromagnetic data;1629702
2449532;en;Pulsed electronic article surveillance device employing expert system techniques for dynamic optimization;2449532
1718535;en;A system, method and article of manufacture for a simulation engine with an expert system example processing engine;1718535
2538833;en;System and method for converting a color formula using an artificial intelligence based conversion model;2538833
2561504;en;SELF TUNING PULL-DOWN FUZZY LOGIC TEMPERATURE CONTROL FOR REFRIGERATION SYSTEMS;2561504
2569953;en;The use of smart instrumentation and expert systems for the surveillance and control of industrial pwoer plant in particular nuclear power plant;2569953
2598333;en;Massive training artificial neural network (mtann) for detecting abnormalities in medical images;2598333
2622136;en;SCALABLE NEURAL NETWORK-BASED LANGUAGE IDENTIFICATION FROM WRITTEN TEXT;2622136
2706936;en;METHOD FOR GENERATING MULTIPLE ORTHOGONAL SUPPORT VECTOR MACHINES;2706936
2706693;en;LIQUID BEVERAGE DISPENSING MACHINE INCLUDING MANAGEMENT AND OPERATION INTELLIGENCE;2706693
2055584;en;Neural network architecture;2055584
4259803;en;DIAGNOSTIC APPARATUS FOR AN ELECTRIC GENERATOR SEAL OIL SYSTEM;4259803
4405342;en;ON-LINE PROCESS CONTROL NEURAL NETWORK USING DATA POINTERS;4405342
4586442;en;SYSTEM AND METHOD FOR PREDICTING THE DRYNESS OF CLOTHING ARTICLES;4586442
4466831;en;SPEAKER INDEPENDENT ISOLATED WORD RECOGNITION SYSTEM USING NEURAL NETWORKS;4466831
4476792;en;IMAGE NEUROGRAPHY AND DIFFUSION ANISOTROPY IMAGING;4476792
4493136;en;SOFTWARE DISCOVERY SYSTEM;4493136
4500742;en;PATTERN RECOGNITION USING ARTIFICIAL NEURAL NETWORK FOR COIN VALIDATION;4500742
4536841;en;WELDING SYSTEM AND METHOD OF SETTING WELDING MACHINE PARAMETERS;4536841
4545929;en;PROCESS AND SYSTEM FOR TUNING THE INTERCONNECTION STRENGTHS IN AN ARTIFICIAL NEURAL NETWORK;4545929
4570583;en;EXPERT SYSTEM AND METHODOLOGY;4570583
4579207;en;ASSESSMENT OF SIGNAL QUALITY;4579207
4581530;en;COMPUTER ASSISTED METHODS FOR DIAGNOSING DISEASES;4581530
4581662;en;AN AUTOMATED VEHICLE TRACKING AND SERVICE PROVISION SYSTEM;4581662
4664089;en;SYSTEM AND METHOD FOR DETECTING AND MANAGING FRAUD;4664089
3395548;en;OPTICAL N X N SWITCHES;3395548
4080660;en;INTEGRATED CIRCUIT CONTROLLER PROGRAMMABLE WITH UNIDIRECTIONAL-LOGIC INSTRUCTIONS REPRESENTATIVE OF SEQUENTIAL WIRE NODES AND CIRCUIT ELEMENTS OF A LADDER DIAGRAM;4080660
4251185;en;EXPERT SYSTEM APPARATUS AND METHODS;4251185
2297440;en;Associative neural network;2297440
4292576;en;EXPERT SYSTEM;4292576
4405341;en;COMPUTER NEURAL NETWORK SUPERVISORY PROCESS CONTROL SYSTEM AND METHOD;4405341
1960943;en;Fuzzy logic and genetic algorithms to maximize a utility function;1960943
2323035;en;Local diagnostic and remote learning neural networks for medical diagnosis;2323035
2325148;en;CONTROLLING EQUIPMENT USING FUZZY LOGIC;2325148
2329060;en;Neural network component;2329060
2428398;en;Method and apparatus for cpap using a neural network;2428398
4303529;en;EXPERT SYSTEM FOR SECURITY INSPECTION OF A DIGITAL COMPUTER SYSTEM IN A NETWORK ENVIRONMENT;4303529
4448593;en;A METHOD AND APPARATUS FOR SYMBOL RECOGNITION USING MULTIDIMENSIONAL PREPROCESSING AND SYMBOL SORTING;4448593
2610521;en;USING NEURAL NETWORKS FOR DATA MINING;2610521
4303531;en;PHYSIOLOGIC WAVEFORM ANALYSIS;4303531
2701646;en;An artificial intelligence and device for diagnosis, screening, prevention and treatment of materno-fetal conditions;2701646
2706028;en;DATA MINING UNLEARNABLE DATA SETS;2706028
2706862;en;FEATURE REDUCTION METHOD FOR DECISION MACHINES;2706862
4309786;en;SPIKE TRANSMISSION FOR NEURAL NETWORKS;4309786
2280360;en;Software-based dithering method and apparatus using ramp probability logic;2280360
4340297;en;COMPUTER SYSTEM MEMORY PERFORMANCE IMPROVEMENT APPARATUS;4340297
1673955;en;Protocol building tool for medical decision support expert system;1673955
4344216;en;'ARTIFICIAL INTELLIGENCE' BASED CROWD SENSING SYSTEM FOR ELEVATOR CAR ASSIGNMENT;4344216
4469583;en;AUTOMATED INTELLIGENT MONITORING SYSTEM;4469583
4469758;en;NEURAL NETWORK AND METHOD OF USING SAME;4469758
4469883;en;SYSTEM FOR CONTINUOUS LOGIC COMPUTATION AND METHOD OF USING SAME;4469883
2761895;en;Expert system for designing experiments;2761895
2693407;en;Neural networks with learning and expression capability;2693407
4502003;en;METHOD FOR PREDICTION OF PHYSICAL PROPERTY DATA OF HYDROCARBON PRODUCTS;4502003
4493462;en;METHOD FOR PREDICTION OF CETANE NUMBERS OF GASOILS;4493462
4496187;en;INNOVATIVE NEURON CIRCUIT ARCHITECTURES;4496187
4501586;en;SYSTEM FOR PREDICTING INTERNAL CONDITION OF LIVE BODY;4501586
4336298;en;SPEAKER RECOGNITION SYSTEM;4336298
4515590;en;MULTI-LANGUAGE SPEECH RECOGNITION SYSTEM;4515590
4536899;en;METHOD AND DEVICE FOR DETERMINING BRACHIAL ARTERIAL PRESSUREWAVE ON THE BASIS OF NONINVASIVELY MEASURED FINGER BLOOD PRESSURE WAVE;4536899
4385983;en;NEURONAL DATA PROCESSING NETWORK;4385983
4412057;en;ANALYSIS OF DISTURBANCES IN POWER SYSTEMS;4412057
4482683;en;TIRE INFLATION SENSOR;4482683
4483451;en;RESIDUAL ACTIVATION NEURAL NETWORK;4483451
4608712;en;NONLINEAR-APPROXIMATOR-BASED AUTOMATIC TUNER;4608712
